FA,AR,CH,WA,RO,WI,WWRN,WWRS,SH,OR,CL
150,0.66,4.0,1.57,1.72,5.77,50,30,0.0,0,152.9794066
150,1.0,2.5,0.34,2.67,1.76,30,30,3.0,90,78.65374911
200,0.5,2.5,0.29,2.67,1.76,10,30,0.5,180,74.99408065
250,0.33,2.5,0.29,0.43,1.76,10,30,1.0,0,70.56473662
200,0.5,2.5,2.65,2.74,2.66,50,10,3.0,0,84.67448929
150,0.5,2.5,0.29,2.74,2.66,10,10,1.0,90,71.67286856
200,1.0,3.5,1.57,1.72,2.66,50,10,0.0,180,116.3700278
200,0.5,2.5,1.57,1.72,1.76,30,10,2.0,0,77.48472464
150,0.33,2.5,2.5,1.72,5.77,30,30,0.0,0,91.73664416
150,1.0,2.5,1.57,2.67,1.76,10,30,1.0,0,82.01678176
150,0.33,2.5,1.57,1.72,1.76,70,30,0.5,0,81.51595227
150,1.0,2.5,1.57,2.67,2.66,50,70,0.0,0,117.7028148
150,0.66,3.0,0.29,0.49,4.23,50,50,1.0,90,114.5052
150,0.66,2.5,1.77,2.67,1.76,50,30,1.0,0,90.1699337
200,0.33,4.0,0.29,2.67,4.23,90,70,0.0,270,164.5471513
150,1.0,3.0,2.5,1.72,4.23,10,30,0.0,90,110.5733456
250,0.66,2.5,1.77,2.74,2.66,10,30,4.0,0,90.66391628
200,0.33,3.5,2.65,1.72,2.66,90,90,0.0,270,156.6389114
250,0.33,2.5,0.29,0.2,2.66,30,10,1.0,0,71.00272577
150,0.66,2.5,1.57,2.67,2.66,10,10,1.0,90,82.33870182
200,0.25,2.5,1.57,1.72,1.76,70,10,0.0,0,84.02356988
200,0.5,3.0,0.86,2.74,1.76,70,10,3.0,90,86.05613243
250,0.33,2.5,2.65,0.43,1.76,30,10,3.0,90,78.64961271
200,1.0,4.0,1.77,1.72,1.76,50,50,0.0,0,131.8973409
150,1.0,3.0,1.57,1.72,1.76,70,70,0.0,0,119.2850266
250,0.33,2.5,0.29,2.74,1.76,30,30,1.0,0,76.19188963
250,0.33,2.5,2.65,0.2,1.76,30,10,0.0,180,82.08950734
250,1.0,3.0,0.29,2.74,1.76,70,10,3.0,90,90.09576257
150,0.25,2.5,2.5,1.72,1.76,50,10,0.0,90,84.78814379
250,1.0,3.5,1.77,1.72,4.23,90,70,0.0,90,210.2898163
200,1.0,3.0,1.57,1.72,5.77,50,70,0.0,270,172.6794694
150,1.0,3.0,1.57,2.67,2.66,10,10,2.0,0,83.61558533
150,0.5,2.5,2.5,1.72,2.66,30,30,1.0,0,83.85329859
150,0.5,3.0,0.34,0.2,2.66,10,30,0.5,0,76.33425348
150,1.0,3.0,1.57,1.72,4.23,70,10,0.0,0,114.3439161
250,0.5,4.0,1.77,2.67,5.77,90,90,0.0,0,195.9622406
250,0.66,2.5,2.65,2.67,1.76,10,30,1.0,90,98.97317181
200,1.0,2.5,2.65,2.67,2.66,10,10,0.5,0,87.48630864
150,0.33,3.0,2.5,2.74,1.76,10,10,0.5,90,81.37077075
250,0.33,2.5,0.29,0.29,1.76,30,10,4.0,180,68.22477332
250,0.33,4.0,1.77,2.67,4.23,90,90,0.5,0,145.6421793
200,1.0,4.0,2.5,1.72,1.76,30,70,0.5,0,124.0215457
200,0.33,3.0,1.77,1.72,2.66,10,10,3.0,0,78.30470319
200,0.25,2.5,1.77,1.72,1.76,10,30,0.0,180,78.54759047
200,1.0,3.0,2.65,2.67,1.76,10,30,2.0,90,95.96914099
200,1.0,2.5,2.5,2.67,2.66,10,10,0.0,0,92.16637888
200,0.33,3.0,1.57,0.43,1.76,10,10,0.0,90,80.68947574
200,0.33,2.5,2.5,2.74,1.76,10,10,0.0,90,82.81975617
200,0.66,3.0,0.34,2.74,5.77,70,70,0.0,90,197.1950656
150,0.25,2.5,2.65,0.43,1.76,10,10,3.0,90,73.21089207
200,0.66,2.5,2.65,0.29,1.76,10,30,1.0,0,88.41097392
250,0.25,2.5,0.29,0.2,2.66,10,50,4.0,0,72.72478212
200,0.66,2.5,0.29,2.67,1.76,10,30,1.0,0,79.547561
200,0.33,2.5,1.57,2.67,1.76,10,10,1.0,0,74.69671768
200,0.25,3.5,1.57,2.67,4.23,30,70,0.0,90,120.0340723
150,1.0,2.5,0.97,1.72,1.76,50,30,3.0,90,83.42929304
150,0.5,3.0,1.57,2.67,2.66,10,90,0.0,0,106.7379979
200,0.33,4.0,2.5,1.72,4.23,50,30,0.0,0,117.5548328
200,0.33,3.0,0.34,2.74,1.76,10,10,3.0,0,71.21653057
150,1.0,2.5,2.5,1.72,1.76,10,30,0.0,0,90.19357257
250,0.25,4.0,2.65,2.74,5.77,90,90,3.8,270,139.1659251
250,1.0,4.0,1.77,2.74,4.23,50,50,0.0,90,188.0835421
250,0.66,3.0,1.57,0.2,5.77,90,50,0.0,0,179.7665256
150,0.66,2.5,1.57,2.67,1.76,10,90,0.0,180,106.3146959
250,0.5,3.0,0.34,2.67,5.77,50,30,0.5,0,102.3487
200,1.0,2.5,2.65,2.74,1.76,10,10,1.0,270,88.52384176
200,0.5,3.0,2.65,2.67,2.66,10,10,4.0,90,86.37117205
200,0.5,4.0,2.65,2.74,5.77,90,90,0.2,270,202.3516825
250,0.5,2.5,1.77,2.67,1.76,10,30,3.0,90,81.60369797
200,0.5,2.5,1.77,1.72,2.66,30,10,0.0,180,87.2308765
150,0.33,3.5,1.77,2.74,1.76,30,30,0.0,90,96.11525421
150,0.25,3.0,2.65,2.74,2.66,30,50,0.0,0,94.31176346
150,0.5,4.0,2.5,1.72,2.66,10,30,0.0,0,120.7600765
150,0.66,3.0,1.57,2.67,1.76,10,30,2.0,90,90.90335316
150,0.66,2.5,1.77,1.72,4.23,10,30,0.0,0,97.63098821
150,0.66,2.5,1.57,2.67,1.76,10,30,2.0,0,83.18693515
150,1.0,3.0,1.57,1.72,2.66,30,50,0.5,180,103.1727147
250,0.25,3.0,1.77,1.72,5.77,90,70,0.0,0,133.3877174
150,0.25,3.0,2.5,1.72,1.76,50,50,0.0,0,90.8343351
250,0.5,2.5,1.57,1.72,5.77,70,70,0.0,90,146.649212
250,0.5,2.5,0.34,2.67,4.23,10,10,0.5,0,73.8706387
200,0.33,2.5,2.65,0.29,1.76,10,30,3.0,180,75.38782281
150,0.5,2.5,0.29,1.72,2.66,10,50,0.0,0,84.88155307
150,0.66,2.5,1.57,1.72,2.66,30,10,0.0,90,100.9503868
200,0.33,3.0,2.5,1.72,1.76,10,50,0.5,0,86.4973418
150,0.5,3.5,1.57,2.74,2.66,30,10,0.5,0,88.35445262
150,1.0,3.0,1.57,2.67,1.76,10,50,0.0,180,98.42796003
200,0.25,2.5,0.29,2.74,2.66,10,10,1.0,180,69.91702165
150,0.5,2.5,1.57,2.67,1.76,70,10,0.0,180,88.39223204
250,0.66,3.0,1.57,2.67,5.77,50,50,0.0,0,162.4958997
250,1.0,2.5,1.77,0.2,1.76,10,10,3.0,90,81.01713429
200,0.25,2.5,1.77,1.72,1.76,30,30,0.5,0,77.96359987
250,0.66,3.0,1.77,2.74,4.23,50,90,0.0,270,197.3017414
250,0.25,2.5,0.34,0.29,1.76,30,10,1.0,0,68.60308109
250,0.5,3.5,2.5,1.72,4.23,70,50,0.5,180,124.5635013
250,0.25,2.5,2.65,0.2,1.76,10,10,0.0,90,79.6363696
250,1.0,4.0,2.65,2.74,5.77,90,90,0.0,180,232.1153892
250,0.33,3.0,1.77,0.2,2.66,50,50,0.5,0,97.5900881
200,1.0,2.5,2.65,1.72,1.76,50,10,2.0,90,90.38212706
150,0.33,3.0,2.5,2.67,2.66,30,50,0.5,90,96.77867772
250,0.25,2.5,1.57,0.29,2.66,10,10,4.0,90,72.64204011
200,1.0,4.0,1.57,2.67,5.77,90,90,0.0,180,217.3467667
200,1.0,3.5,1.57,1.72,1.76,70,30,0.0,90,136.1818691
250,0.33,3.0,2.5,0.2,2.66,50,30,0.0,0,102.1397598
200,0.5,3.0,2.5,1.72,4.23,90,50,0.0,90,143.6853571
250,0.25,3.0,0.29,2.74,1.76,30,10,1.0,0,74.25078186
150,0.66,2.5,2.5,1.72,1.76,50,10,0.0,180,98.03868274
250,1.0,4.0,2.5,0.2,2.66,70,70,0.0,90,209.8015487
150,0.25,2.5,1.57,1.72,1.76,30,10,0.5,180,74.07595748
200,1.0,2.5,0.29,0.29,2.66,10,10,3.0,90,70.2913329
250,0.25,3.0,1.57,2.74,4.23,30,70,0.0,90,116.0030049
200,0.25,2.5,1.57,0.2,1.76,10,10,0.0,90,74.44753972
150,1.0,2.5,1.77,2.67,1.76,10,10,1.0,0,79.75665245
250,0.33,3.5,1.77,1.72,1.76,50,30,0.0,0,100.8290544
200,0.5,2.5,0.29,2.74,1.76,50,10,1.0,90,78.20767239
250,0.66,3.0,1.57,2.67,5.77,90,90,0.0,90,238.9954602
200,1.0,4.0,2.65,1.72,1.76,90,70,0.0,90,180.0244895
150,0.25,3.0,1.77,2.74,2.66,50,10,0.0,0,88.49128737
150,0.66,2.5,1.57,1.72,1.76,30,50,3.0,0,86.13377472
200,0.66,3.5,2.65,2.67,5.77,90,70,0.5,270,199.0496718
250,1.0,4.0,2.5,1.72,1.76,70,90,0.0,270,194.7680513
200,0.33,4.0,2.65,1.72,4.23,90,90,0.0,180,153.6973841
200,1.0,2.5,2.5,2.67,1.76,10,10,2.0,90,86.54345064
250,1.0,2.5,2.65,0.2,2.66,50,50,0.0,0,122.1023824
250,0.5,2.5,0.29,0.2,1.76,30,10,3.0,90,69.79777181
200,0.5,2.5,0.29,2.67,2.66,10,10,1.0,0,71.76200714
250,0.25,3.0,1.77,1.72,2.66,90,70,0.5,90,117.3389942
150,0.66,2.5,1.77,2.67,1.76,50,50,1.0,0,93.63135333
200,1.0,3.0,1.77,2.67,2.66,70,70,0.0,270,165.8375378
200,0.5,2.5,2.65,2.74,1.76,30,10,1.0,0,81.77021523
200,0.25,3.0,1.57,1.72,4.23,70,90,0.0,90,130.712707
200,0.66,3.5,1.57,2.67,2.66,30,10,0.5,90,110.5646254
250,0.33,2.5,0.34,2.74,1.76,10,10,3.0,0,70.01411207
200,1.0,2.5,0.74,0.2,1.76,10,10,2.0,90,72.6597
200,0.25,2.5,1.77,1.72,2.66,10,10,0.5,180,74.67992819
250,1.0,2.5,2.65,0.2,4.23,10,10,2.0,0,85.5212703
200,0.25,3.5,1.77,2.74,4.23,90,90,0.5,90,134.5210223
250,0.33,3.0,2.65,0.2,1.76,90,70,0.0,0,110.1068363
150,0.33,2.5,2.5,1.72,4.23,30,10,0.0,180,83.89145578
150,0.66,3.0,1.57,2.74,2.66,10,30,0.0,0,102.412229
250,0.66,2.5,0.34,0.49,1.76,10,10,4.0,0,71.28039534
250,0.33,3.5,1.77,0.43,5.77,70,90,0.0,90,171.6570491
150,0.66,3.0,1.77,1.72,4.23,30,10,0.0,180,103.6939534
200,0.66,2.5,2.65,0.29,1.76,10,10,0.0,0,91.09443981
150,0.66,2.5,0.29,2.67,2.66,30,10,0.0,90,93.06814998
150,0.5,2.5,1.77,1.72,2.66,50,70,0.0,90,113.4049678
200,0.25,2.5,1.57,2.67,2.66,10,10,3.0,90,75.0548736
200,0.25,4.0,1.57,0.2,4.23,50,90,0.0,90,143.5652
250,0.25,3.0,2.5,0.29,2.66,10,10,4.0,0,77.65074866
150,0.66,2.5,1.57,2.67,2.66,70,10,1.0,90,98.45410994
200,1.0,2.5,2.5,2.67,1.76,50,10,0.0,180,98.78203923
150,0.25,3.5,0.29,1.72,1.76,10,30,0.0,0,77.34553433
200,0.25,4.0,2.65,2.74,5.77,90,90,1.3,270,150.6582947
200,0.25,3.0,2.5,1.72,1.76,10,10,4.0,90,79.21985918
200,0.5,2.5,0.29,0.43,1.76,10,10,0.5,90,68.58603892
200,0.33,3.0,0.29,0.29,1.76,10,30,2.0,90,72.10725536
200,0.25,3.5,2.65,1.72,2.66,10,10,0.0,0,86.62929735
200,0.33,2.5,2.5,2.67,1.76,10,10,3.0,0,76.753465
200,0.25,2.5,2.5,2.74,1.76,50,30,0.0,0,86.21584228
250,0.66,3.5,2.65,0.29,2.66,70,50,0.0,270,194.8990519
200,0.66,3.0,2.5,2.67,5.77,50,90,0.5,0,153.0847
250,0.66,3.5,1.57,1.72,5.77,90,90,0.0,270,266.2089146
150,0.66,3.5,1.57,1.72,4.23,10,50,0.0,0,121.6630547
250,0.5,3.0,1.77,0.43,1.76,10,30,0.5,0,84.52012356
250,0.33,3.0,2.5,1.72,2.66,50,50,0.0,180,110.1892583
200,0.66,3.0,1.77,1.72,2.66,10,30,0.0,180,117.6997907
150,0.33,3.0,2.65,1.72,2.66,10,10,0.5,0,80.20603012
200,0.25,2.5,1.57,1.72,1.76,50,10,0.5,0,77.12888173
200,0.33,4.0,0.29,1.72,4.23,50,70,0.5,270,130.2121371
200,0.25,4.0,1.77,2.67,5.77,50,70,0.0,90,149.3086221
250,1.0,4.0,1.57,2.74,5.77,50,50,0.0,90,203.5669667
150,0.25,3.0,1.77,2.74,2.66,10,30,0.0,90,87.47816732
150,0.25,2.5,2.65,2.67,2.66,30,30,1.0,0,80.19764379
150,1.0,3.5,1.57,2.67,2.66,50,30,0.0,0,121.8735423
250,0.5,2.5,0.29,0.2,4.23,10,10,1.0,90,69.64387174
200,0.66,3.0,1.77,2.74,2.66,10,30,1.0,0,98.41515622
250,0.33,3.0,0.29,0.2,1.76,30,10,1.0,0,71.24739037
150,0.5,3.0,2.5,2.67,5.77,50,30,3.9,0,95.08973954
200,0.25,3.0,1.57,1.72,5.77,70,10,0.5,90,97.26299001
150,0.25,2.5,1.57,1.72,2.66,30,10,1.0,0,75.28576507
200,0.25,2.5,1.77,2.67,1.76,10,50,0.0,180,81.98723161
250,1.0,2.5,2.65,2.74,1.76,30,10,3.0,90,90.59131341
200,0.25,4.0,2.65,2.74,4.23,90,90,0.5,90,147.1706047
150,1.0,3.0,0.29,0.2,1.76,30,10,2.0,0,72.97892551
250,0.33,2.5,2.5,0.29,2.66,10,10,0.5,0,76.93230643
200,0.25,4.0,2.65,2.74,5.77,90,90,0.0,0,159.0919
150,0.66,2.5,2.65,1.72,2.66,30,30,0.0,0,105.8275552
200,0.5,2.5,0.29,0.43,2.66,10,10,4.0,0,68.02720288
150,0.25,3.5,0.29,2.74,4.23,30,70,0.0,90,110.7195646
200,0.5,2.5,0.34,0.29,2.66,50,30,2.0,90,81.70702722
250,0.25,3.0,1.24,0.49,4.23,50,50,1.4,90,96.99415212
250,0.33,3.5,1.57,0.29,4.23,30,70,0.0,0,117.9628281
200,1.0,2.5,0.34,2.74,2.66,10,10,3.0,0,73.98405787
150,0.33,2.5,2.5,2.67,2.66,10,10,4.0,0,76.16757105
250,0.5,3.0,2.5,2.67,5.77,50,30,1.2,0,104.945019
150,1.0,2.5,2.5,2.67,1.76,10,10,4.0,180,81.44565457
250,0.25,3.5,1.57,1.72,5.77,90,50,0.5,0,122.4863453
150,0.66,2.5,1.77,2.67,2.66,30,50,0.5,0,100.1892065
200,0.33,3.5,1.57,1.72,2.66,50,50,0.0,90,123.0478167
200,0.25,2.5,1.77,2.67,1.76,10,30,3.0,0,75.31677617
200,0.25,2.5,1.57,2.67,2.66,10,30,0.5,90,80.53969848
250,0.25,3.0,1.57,0.29,2.66,10,10,3.0,90,75.97554062
250,1.0,3.5,2.65,0.2,2.66,90,90,0.0,90,215.5041302
200,0.33,4.0,1.77,2.67,5.77,70,70,0.0,0,151.762092
200,0.25,4.0,1.77,1.72,4.23,90,50,0.0,0,131.3325794
200,0.25,2.5,2.5,2.67,2.66,30,30,0.0,0,87.49842833
150,0.33,2.5,2.5,2.74,1.76,30,10,3.0,0,76.67626178
200,0.25,3.5,2.5,2.67,2.66,50,10,0.0,90,104.970383
250,1.0,4.0,1.77,2.74,5.77,90,90,0.0,90,268.8512931
200,1.0,2.5,0.34,0.29,1.76,30,10,1.0,180,72.97509772
250,0.25,2.5,0.29,1.72,2.66,10,10,3.0,90,69.8418366
150,0.33,2.5,0.29,2.67,2.66,50,10,0.0,90,86.12528803
200,1.0,4.0,1.77,1.72,4.23,70,50,0.5,180,146.3832585
200,0.25,3.5,1.57,1.72,2.66,50,30,0.0,0,101.1720463
200,1.0,3.5,1.77,2.67,2.66,70,70,0.0,90,181.2209644
200,0.5,4.0,1.77,2.74,5.77,70,90,0.0,180,175.9381192
150,0.66,3.0,2.65,1.72,1.76,10,10,1.0,180,89.58129158
250,0.25,3.0,1.57,1.72,2.66,30,10,2.0,90,82.39890207
250,0.33,2.5,1.77,0.2,1.76,10,10,0.5,0,73.07772293
200,0.33,3.5,1.77,1.72,5.77,30,50,0.0,0,115.5204094
250,0.25,3.5,1.57,2.74,2.66,30,50,0.0,90,113.9483845
150,1.0,2.5,2.65,0.2,2.66,10,30,3.0,90,84.66451419
200,0.33,3.0,1.77,0.29,1.76,10,10,0.5,0,75.41528007
250,1.0,3.0,0.34,0.2,1.76,30,10,3.0,0,75.63797821
200,0.33,2.5,1.57,1.72,4.23,10,30,3.0,90,79.35815786
200,0.25,3.0,2.65,1.72,1.76,10,30,0.5,0,81.66537752
250,0.33,4.0,2.5,1.72,4.23,70,90,0.0,0,154.4588526
250,0.33,3.0,1.77,0.2,2.66,70,70,0.5,0,106.5255441
200,0.5,3.0,1.57,2.67,1.76,30,30,0.5,0,87.55660568
200,1.0,2.5,0.29,2.67,2.66,10,10,2.0,180,73.71719737
250,0.66,3.5,1.57,2.67,4.23,30,50,0.0,180,152.1578093
150,0.25,2.5,2.5,2.74,1.76,10,70,0.0,90,102.5946582
250,0.5,2.5,0.29,0.43,1.76,10,10,1.0,0,67.82967894
150,1.0,3.0,1.57,2.74,4.23,30,50,0.0,90,128.5499884
200,0.5,2.5,2.5,2.74,1.76,10,30,1.0,180,81.78711762
200,0.33,4.0,0.34,1.72,5.77,90,30,0.0,270,152.4079529
250,0.5,2.5,0.97,2.67,2.66,10,50,0.5,90,92.73695797
200,0.5,2.5,0.34,0.2,1.76,10,10,1.0,0,66.48440784
200,0.33,3.5,2.65,2.67,5.77,90,70,0.0,270,167.2023235
150,0.5,4.0,2.65,2.74,5.77,90,90,1.4,270,161.8978672
250,0.5,4.0,0.29,1.72,4.23,90,90,0.0,90,202.0832778
200,0.66,4.0,1.57,2.67,5.77,70,70,0.5,270,209.4968843
250,0.25,3.0,2.65,2.74,2.66,10,10,0.5,0,82.27598229
200,0.33,3.0,1.57,0.29,2.66,10,10,0.0,0,79.18746318
150,1.0,3.0,2.5,2.74,2.66,10,10,3.0,90,89.81371627
250,0.25,3.0,2.5,2.67,1.76,10,10,0.0,0,83.10884167
250,0.5,2.5,0.29,0.2,1.76,30,30,3.0,180,72.65163011
150,0.66,3.0,2.5,2.67,5.77,50,30,0.0,0,134.1048
250,0.33,2.5,1.77,1.72,2.66,10,10,2.0,270,77.95567223
150,0.33,2.5,0.74,0.29,1.76,50,70,0.0,180,87.03223341
150,1.0,2.5,1.77,2.74,2.66,30,30,0.0,90,106.8018713
200,0.66,4.0,0.29,1.72,5.77,70,70,0.0,90,238.5487664
150,0.66,3.5,1.57,1.72,1.76,10,30,2.0,180,91.87871663
150,1.0,3.0,0.34,2.74,1.76,10,10,4.0,0,73.56396846
150,1.0,2.5,2.65,1.72,2.66,10,30,3.0,90,87.33788986
250,0.66,3.5,1.57,1.72,5.77,50,70,0.0,0,193.9125707
250,0.33,3.0,1.77,2.74,1.76,30,50,0.0,0,95.84387576
250,0.33,2.5,2.65,0.29,2.66,10,10,1.0,90,78.70746139
250,1.0,2.5,2.5,1.72,1.76,10,10,1.0,90,89.29177697
150,1.0,2.5,0.29,0.2,1.76,10,10,4.0,330,66.91760465
200,0.5,3.5,0.34,1.72,2.66,70,90,0.0,180,141.7098249
150,0.33,2.5,2.5,1.72,2.66,10,10,0.0,90,81.65672709
250,1.0,3.5,1.57,0.2,4.23,50,90,0.0,90,196.3324544
150,1.0,3.0,0.29,1.72,1.76,10,30,2.0,90,79.05700267
150,1.0,3.5,1.77,2.67,4.23,70,30,0.0,90,149.9441418
200,0.66,3.5,0.29,1.72,4.23,50,90,0.0,90,199.491713
150,0.33,2.5,1.57,2.74,2.66,10,10,1.0,0,74.51011725
150,1.0,2.5,2.5,2.67,2.66,10,10,2.0,90,85.08553827
200,0.33,4.0,0.34,2.67,4.23,90,30,0.0,180,126.4689772
250,0.25,3.7,2.65,2.74,5.77,90,90,0.0,270,180.3185327
150,1.0,2.5,2.5,0.2,1.76,10,10,3.0,180,78.0465614
150,1.0,2.5,2.5,0.2,1.76,10,10,2.0,180,78.28086116
250,0.5,2.5,2.65,1.72,2.66,30,30,0.0,0,98.14240302
250,0.25,4.0,1.77,2.74,2.66,10,70,0.0,0,111.5915276
150,1.0,2.5,1.77,2.67,2.66,10,10,1.0,90,83.06392472
150,0.5,4.0,1.57,2.67,1.76,10,30,0.0,90,99.25000857
250,0.33,3.0,2.5,2.67,2.66,10,10,2.0,180,82.78494313
200,0.66,3.0,2.5,2.74,1.76,10,10,3.0,0,91.87333574
200,0.25,3.0,1.57,1.72,2.66,90,30,0.5,90,101.8874283
150,0.33,2.5,1.77,0.29,1.76,30,10,4.0,90,72.96360407
250,1.0,2.5,0.34,2.74,1.76,30,10,2.0,90,78.22411545
250,0.5,4.0,1.77,1.72,4.23,90,70,0.0,270,192.5819777
250,0.25,4.0,1.77,0.29,2.66,50,70,0.0,0,123.8150358
150,1.0,3.3,2.5,2.67,5.77,50,30,0.5,0,117.7726019
150,1.0,2.5,1.57,1.72,1.76,30,70,0.0,90,109.9373203
250,0.33,3.0,1.57,2.67,2.66,50,70,0.0,90,127.2167753
250,0.5,3.0,0.34,1.72,1.76,50,50,0.0,90,111.0994335
250,0.5,3.5,0.86,0.29,1.76,10,30,3.0,180,80.32941145
250,0.66,3.5,1.57,2.74,5.77,50,70,0.5,270,190.1625993
150,0.66,3.5,1.57,1.72,1.76,50,10,0.5,180,98.43533625
150,0.25,3.0,1.57,1.72,1.76,10,30,0.0,90,82.83250639
250,1.0,4.0,1.77,2.74,4.23,30,70,0.0,90,189.2330811
200,0.66,2.5,2.65,1.72,1.76,10,10,3.0,0,86.49151855
200,0.33,3.0,1.77,1.72,2.66,30,70,0.5,0,97.62630015
150,0.25,2.5,0.74,2.67,1.76,50,30,2.0,90,76.91684355
200,0.33,4.0,2.65,2.74,5.77,70,70,0.0,270,172.2236498
200,0.25,2.5,2.65,2.67,1.76,10,30,0.5,180,78.35874988
150,1.0,2.5,0.29,1.72,1.76,30,10,1.0,0,74.10635835
200,0.66,4.0,1.77,2.74,4.23,50,70,0.0,270,209.3176614
200,0.66,2.5,1.57,2.74,2.66,10,30,0.5,180,92.62299629
250,0.25,3.0,0.29,0.29,2.66,30,10,0.0,0,78.88666985
200,0.5,3.0,0.29,0.49,1.76,10,50,1.0,0,79.27117561
250,1.0,4.0,1.57,1.72,5.77,50,70,0.0,270,222.634845
250,0.5,3.0,1.57,2.67,1.76,50,30,3.0,0,88.10124002
250,0.25,3.0,1.77,0.29,2.66,10,10,3.0,90,76.81663341
150,0.25,3.5,1.77,2.67,1.76,10,10,0.5,180,78.49217256
200,1.0,2.5,2.65,1.72,4.23,10,10,0.5,180,87.50965934
250,0.25,2.5,0.29,0.2,2.66,10,10,0.5,180,66.62445625
200,1.0,3.0,2.65,0.29,1.76,10,10,4.0,0,85.93401231
150,0.5,2.5,2.65,2.67,2.66,10,30,0.5,90,86.4476036
250,0.66,2.5,1.77,1.72,1.76,30,10,2.0,180,87.47031205
250,1.0,2.5,0.29,0.2,1.76,30,30,4.0,90,76.85658512
200,0.5,4.0,0.34,1.72,2.66,90,90,0.0,90,185.8409202
200,1.0,2.5,0.29,1.72,1.76,30,10,1.0,90,77.08379969
150,0.33,3.5,0.34,2.74,1.76,10,50,0.0,0,85.08211814
250,0.66,3.0,0.34,2.67,1.76,10,10,3.0,90,78.43248663
250,0.33,2.8,0.29,0.2,1.76,10,10,4.0,0,66.31498483
250,0.33,4.0,1.57,2.67,2.66,50,70,0.0,90,149.6278556
250,0.5,2.6,1.24,0.49,4.23,50,50,1.0,90,100.5859009
200,0.33,2.5,1.57,1.72,4.23,30,50,0.0,90,101.1094037
200,0.5,3.0,0.29,1.72,1.76,70,50,0.0,90,113.7183108
200,0.5,3.0,0.74,2.74,1.76,10,70,0.0,0,94.95104072
150,1.0,2.5,0.74,2.74,4.23,50,10,2.0,180,83.91813543
200,0.33,3.5,1.77,1.72,5.77,50,70,0.5,90,130.7172127
250,0.5,2.5,0.34,0.2,1.76,10,10,4.0,0,66.53821319
200,1.0,3.5,1.57,1.72,4.23,70,70,0.5,90,160.1202872
150,0.66,3.0,0.97,0.49,2.66,50,70,0.5,90,130.455258
250,0.5,3.0,2.65,0.2,4.23,90,50,0.0,90,147.5119068
150,0.25,2.5,1.77,1.72,5.77,10,30,0.0,0,82.4747817
200,0.66,3.0,2.65,2.67,1.76,30,10,2.0,90,99.34549134
200,0.33,3.5,2.5,1.72,4.23,30,50,0.0,90,120.2284093
250,0.25,3.5,1.77,0.2,4.23,70,70,0.0,0,125.323744
200,0.33,2.5,0.29,2.74,1.76,30,10,0.0,180,75.53992844
250,0.33,3.0,1.57,1.72,4.23,70,50,0.0,0,117.9620635
250,0.25,3.5,1.77,2.67,4.23,70,90,0.0,180,134.6746825
250,0.25,2.5,0.34,0.29,1.76,10,10,3.0,0,65.65632108
250,0.5,2.5,0.34,0.2,1.76,10,30,3.0,0,70.22682098
150,1.0,3.5,1.57,1.72,1.76,30,30,0.5,90,103.0458344
250,0.5,3.0,2.5,2.74,2.66,90,70,0.0,90,156.2602299
200,0.5,2.5,0.29,2.74,4.23,10,10,2.0,270,72.77981566
250,0.66,2.5,2.5,0.29,2.66,50,30,0.0,90,134.9030924
150,0.33,2.5,2.5,1.72,2.66,30,30,0.0,180,86.86975739
150,1.0,2.5,2.5,1.72,5.77,10,70,0.0,90,125.6014618
150,0.33,2.5,2.65,1.72,1.76,50,10,0.5,90,81.83617808
200,0.25,3.0,2.5,2.67,5.77,50,30,1.8,0,93.09844921
250,0.5,3.7,0.29,0.2,1.76,10,10,4.0,0,70.44951126
200,0.25,3.5,1.77,0.2,4.23,90,90,0.0,270,148.3168
200,0.33,2.5,1.77,2.67,2.66,10,10,2.0,90,77.16812908
200,0.5,3.0,0.34,0.29,1.76,10,10,0.0,90,74.17526487
200,0.5,2.5,0.29,0.2,1.76,10,10,1.9,0,65.89423427
150,0.33,3.0,1.57,1.72,1.76,30,30,0.5,180,81.3771706
200,0.66,4.0,0.34,1.72,4.23,50,70,0.0,90,201.9484167
250,0.33,3.0,1.57,2.67,4.23,50,50,0.0,0,112.2815484
150,0.33,3.0,2.5,2.74,1.76,10,30,1.0,90,83.68626645
200,0.33,2.5,1.77,1.72,2.66,10,50,2.0,270,83.0281262
150,0.25,2.5,1.77,1.72,1.76,10,10,0.0,180,74.40831698
200,0.25,4.0,1.57,2.67,4.23,50,90,0.0,90,146.3787516
150,0.25,2.5,0.34,0.43,1.76,10,10,4.0,0,65.47946636
250,1.0,3.0,2.65,2.74,4.23,30,70,0.0,90,160.6193499
250,1.0,3.5,2.65,2.67,2.66,70,70,0.5,90,168.5741931
150,0.25,2.5,1.57,1.72,2.66,50,30,0.5,0,81.4382229
200,0.66,3.0,0.34,1.72,4.23,30,90,0.0,0,148.2856858
150,1.0,2.5,0.29,2.74,1.76,10,30,0.0,0,80.83178153
200,0.66,2.5,2.65,2.74,2.66,10,10,1.0,0,89.76366197
150,0.66,2.5,1.77,1.72,4.23,10,10,2.0,90,84.50515254
150,0.66,4.0,1.57,1.72,1.76,10,10,0.5,0,93.32373495
200,1.0,3.0,2.65,0.2,2.66,10,10,2.0,0,87.7675
200,0.33,2.5,2.65,2.67,2.66,10,10,1.0,0,78.47661834
