FA,AR,CH,WA,RO,WI,WWRN,WWRS,SH,OR,CL
200,0.66,3.9,1.24,0.49,4.23,50,50,1.0,90,148.6437
150,1.0,3.0,1.57,2.67,1.76,30,90,0.0,0,114.5797423
150,0.66,3.5,1.77,1.72,2.66,10,50,0.0,90,131.9829038
250,0.66,4.0,1.77,1.72,4.23,90,90,1.0,0,186.9651817
150,0.5,2.5,1.57,2.67,4.23,30,10,2.0,0,79.32444514
200,0.5,3.0,2.5,2.67,2.66,70,70,0.0,270,142.1938449
200,0.66,3.0,1.57,1.72,1.76,10,30,1.0,0,92.33284726
150,1.0,3.0,1.77,1.72,4.23,10,70,1.0,0,103.9490179
200,0.5,3.5,1.77,1.72,5.77,50,70,0.0,0,143.6553936
250,0.33,3.0,2.5,2.74,1.76,10,10,0.5,0,82.56209329
250,0.25,2.5,1.57,1.72,2.66,10,10,3.0,90,75.35106463
150,0.66,2.5,1.77,1.72,1.76,10,50,2.0,90,88.73033089
200,0.66,4.0,2.65,1.72,2.66,30,70,0.0,90,190.0246287
150,1.0,2.5,2.5,0.2,1.76,30,30,3.0,90,83.35332032
250,1.0,3.0,0.74,2.67,2.66,70,50,0.0,90,160.7481209
200,1.0,2.5,2.65,0.2,4.23,10,10,1.0,0,84.0195
150,1.0,2.8,0.29,0.2,1.76,10,10,4.0,0,67.80466774
200,0.33,2.5,2.5,2.74,1.76,10,10,3.0,270,78.41779074
150,0.33,2.9,0.29,0.2,1.76,10,10,4.0,0,65.57785459
150,0.66,3.0,1.57,1.72,5.77,30,50,0.0,0,131.7834707
200,0.5,4.0,0.29,2.74,1.76,70,70,0.0,180,125.955139
200,0.5,2.5,0.29,2.67,1.76,10,30,0.0,90,81.16751807
150,0.33,3.5,1.77,1.72,1.76,10,10,0.0,0,81.48760632
150,0.66,3.0,1.77,1.72,4.23,30,30,0.0,90,124.7520245
150,0.66,4.0,2.65,2.67,5.77,90,90,0.0,270,253.2284
250,0.33,3.5,1.77,0.43,2.66,70,70,0.0,90,144.5406708
200,0.25,2.5,2.65,2.67,2.66,10,10,1.0,90,78.52461142
200,0.5,2.5,0.29,0.2,1.76,10,10,0.7,0,66.33774374
150,0.5,3.5,1.77,0.2,1.76,10,50,0.0,0,92.24159869
150,0.25,2.5,1.77,2.67,2.66,10,50,0.0,90,87.55880588
250,0.66,3.0,1.57,2.74,4.23,30,70,0.0,270,170.5200993
250,0.25,4.0,2.5,0.29,4.23,50,50,0.0,0,121.7502468
250,1.0,4.0,2.5,2.74,2.66,90,90,0.0,90,240.5159178
200,0.66,4.0,2.65,1.72,1.76,70,90,0.0,90,197.7067178
200,1.0,2.5,0.34,0.29,1.76,50,10,2.0,180,75.37918351
150,0.66,2.5,0.34,0.49,1.76,10,30,3.0,0,73.57173602
150,0.5,2.5,0.29,1.72,1.76,10,10,4.0,0,68.7522
200,0.33,3.0,2.5,1.72,1.76,30,30,3.0,0,83.00954361
250,0.5,3.0,1.77,2.67,2.66,50,90,0.0,90,147.5212564
250,0.25,2.5,2.65,0.43,1.76,10,10,0.5,180,75.004799
200,0.66,3.0,1.24,0.49,4.23,50,50,0.7,90,130.2738906
150,0.33,4.0,1.77,2.67,1.76,30,30,0.0,0,94.71101733
250,0.33,4.0,1.57,2.74,4.23,70,90,0.0,0,154.3423192
250,0.66,3.0,2.5,2.67,4.23,70,70,0.0,270,197.7597727
250,0.25,3.0,1.57,0.29,2.66,10,10,3.0,0,74.67731781
250,0.5,4.0,2.5,1.72,4.23,90,70,0.0,90,192.0104047
250,0.5,3.5,1.57,2.67,5.77,50,50,0.0,90,156.4062037
250,0.66,4.0,1.77,2.67,4.23,70,70,0.5,0,179.2603668
250,1.0,3.0,2.65,2.67,4.23,50,70,0.0,90,171.6481106
250,0.25,2.5,2.5,2.67,2.66,30,10,3.0,90,80.66432465
200,0.5,3.5,2.5,2.67,4.23,50,70,0.5,90,134.169841
200,0.25,3.0,1.57,2.74,2.66,10,30,1.0,0,81.27583544
250,0.66,2.5,2.5,1.72,1.76,30,30,4.0,0,91.28336857
150,0.66,2.5,1.77,1.72,1.76,90,30,1.0,0,94.43204353
200,0.66,2.5,1.57,1.72,1.76,10,30,0.5,0,88.08313119
200,0.33,2.5,1.77,1.72,2.66,10,50,1.0,180,82.09214174
200,0.33,4.0,1.77,1.72,4.23,70,90,0.0,0,146.6299832
150,0.5,3.0,1.57,2.67,2.66,50,30,0.5,0,93.32665482
200,1.0,2.5,0.34,2.74,2.66,10,10,0.0,90,82.43771806
250,0.33,3.0,1.77,2.67,1.76,50,90,0.0,90,119.7966016
250,0.33,3.5,1.77,1.72,2.66,90,70,0.0,180,137.0324715
150,0.5,3.5,1.57,1.72,2.66,30,10,0.0,180,93.06117734
200,0.25,3.0,2.65,2.67,1.76,50,30,0.0,0,91.52299852
200,0.66,3.0,1.77,2.67,2.66,10,10,0.5,0,92.15123691
250,0.25,2.5,0.34,2.74,1.76,10,50,0.5,0,76.73307994
200,0.25,3.4,0.29,0.2,1.76,10,10,4.0,0,66.92890167
200,1.0,2.5,0.34,2.74,1.76,50,10,2.0,90,80.49347132
250,0.66,3.0,2.65,1.72,1.76,10,30,2.0,90,103.3034954
150,0.33,3.0,2.5,2.67,5.77,60,30,0.5,0,98.24568163
200,0.33,2.5,0.34,2.74,1.76,10,10,0.0,0,71.68943955
150,0.66,2.5,1.77,2.67,1.76,10,10,0.0,90,90.533034
150,1.0,2.5,0.29,0.2,1.76,10,10,4.0,90,67.1333
150,0.66,3.0,1.57,0.2,2.66,30,30,0.0,180,107.8492842
250,0.66,2.5,0.29,0.2,4.23,10,10,0.5,90,76.49968298
250,0.66,3.5,1.77,0.29,4.23,70,50,0.0,90,196.8604478
250,0.5,3.5,2.65,1.72,5.77,70,50,0.0,0,151.1199824
250,0.33,3.0,1.24,0.49,4.23,50,50,0.1,90,117.1604401
200,0.5,2.5,2.65,2.74,1.76,10,10,3.0,90,81.12996071
250,0.25,2.5,2.5,1.72,4.23,10,10,3.0,0,77.13707714
150,0.33,3.0,1.57,2.74,2.66,30,30,0.5,0,85.70207608
200,0.25,4.0,1.57,2.74,4.23,90,70,0.0,90,155.0229148
150,1.0,3.0,2.5,2.67,5.77,50,30,0.0,0,126.6308
200,1.0,3.5,2.5,2.67,5.77,50,70,0.0,270,193.0734401
150,1.0,3.5,1.57,1.72,2.66,70,10,0.0,90,131.9761056
250,0.5,3.5,2.5,2.74,1.76,50,50,0.0,270,129.10478
250,0.66,3.0,0.29,0.2,1.76,30,30,4.0,90,84.32927074
150,0.66,3.0,1.77,1.72,5.77,30,10,0.5,90,103.0075147
200,1.0,4.0,2.5,1.72,4.23,70,50,0.0,90,190.4604394
150,0.5,3.0,1.57,2.67,2.66,10,50,1.0,0,88.59635169
250,0.33,3.5,1.57,0.2,4.23,70,90,0.0,0,139.7764961
200,0.25,3.0,2.65,1.72,2.66,30,70,2.0,0,90.57783353
200,0.66,2.5,0.29,1.72,2.66,10,70,0.0,90,121.477603
200,0.33,3.0,1.57,1.72,1.76,50,10,0.0,90,93.12438523
250,0.33,4.0,1.77,0.29,4.23,50,70,0.0,0,135.5184843
250,0.33,3.5,1.77,0.43,5.77,50,70,0.0,90,151.3961304
200,0.66,3.5,2.65,1.72,5.77,90,70,0.0,270,235.4889703
250,0.33,3.0,0.29,2.74,1.76,10,10,4.0,180,71.34905711
200,0.66,2.5,1.57,0.29,2.66,10,30,2.0,180,85.87312236
200,0.25,2.5,1.57,2.74,1.76,10,10,0.0,90,77.79572179
250,0.5,2.5,2.65,0.43,2.66,10,10,1.0,90,82.37092184
150,0.25,3.0,0.29,2.67,1.76,30,50,0.0,90,87.93981688
150,0.5,3.0,1.77,0.49,2.66,30,30,2.0,180,84.64293669
150,0.33,2.5,0.29,0.2,1.76,10,10,4.0,165,64.58981846
250,1.0,2.5,2.65,1.72,4.23,30,30,0.0,90,123.1797745
250,0.33,2.5,0.29,2.67,4.23,10,10,2.0,180,71.38268526
250,0.66,3.5,1.77,2.74,5.77,50,90,0.0,0,209.0284333
150,1.0,2.5,2.65,1.72,2.66,30,30,0.5,0,92.18912725
150,1.0,2.7,0.29,0.2,1.76,10,10,4.0,0,67.35297902
150,0.33,2.5,1.77,2.67,2.66,10,10,0.0,0,77.66817738
250,0.66,2.5,2.65,0.2,2.66,30,30,3.0,90,96.93817762
200,0.33,4.0,1.57,2.67,4.23,30,70,0.0,270,137.4034482
200,1.0,3.5,1.77,0.29,1.76,50,70,0.0,180,127.665969
150,0.66,3.0,0.74,1.72,4.23,50,70,3.0,180,107.7865035
250,0.33,4.0,1.77,0.2,1.76,50,90,0.0,90,136.93639
200,1.0,4.0,1.77,2.74,4.23,70,90,0.0,90,217.6921475
150,1.0,2.5,2.5,2.67,1.76,10,30,2.0,180,83.74956653
200,0.25,4.0,1.77,2.67,4.23,90,90,0.0,180,145.105641
150,0.25,3.0,1.57,2.74,2.66,30,30,0.0,180,87.94337585
250,1.0,2.5,0.29,2.67,1.76,10,10,3.0,270,73.73541845
200,0.5,3.0,2.65,2.67,1.76,10,30,3.0,0,85.2796094
150,0.33,2.5,2.65,2.74,1.76,30,30,0.0,90,87.99187995
150,0.66,3.0,2.65,2.67,5.77,50,30,0.5,0,117.4936
250,0.25,2.5,1.57,2.67,4.23,10,10,0.0,0,78.95111197
250,0.66,2.5,1.57,0.2,1.76,10,10,4.0,0,80.0614894
250,0.5,3.5,2.5,1.72,4.23,70,70,0.5,0,131.8100596
250,0.33,2.5,1.77,1.72,1.76,10,10,4.0,90,76.29692919
200,0.25,3.0,1.24,0.49,4.23,50,50,2.0,90,92.3785
150,0.66,2.5,1.77,1.72,1.76,30,10,1.0,0,83.58995105
200,0.66,2.5,1.57,2.67,4.23,10,10,0.0,0,92.36544128
250,0.33,2.5,2.5,0.2,1.76,10,10,0.5,180,75.29268871
250,1.0,3.5,2.5,1.72,5.77,50,90,0.0,90,218.6385008
200,1.0,3.0,2.65,1.72,1.76,50,50,0.0,0,116.6847136
200,1.0,4.0,1.77,2.67,4.23,70,70,0.5,270,179.122799
250,0.25,2.5,2.5,2.67,1.76,30,30,2.0,0,79.46536555
200,0.25,3.5,1.57,1.72,2.66,50,10,0.0,0,94.97587677
250,0.33,2.5,0.29,0.29,2.66,30,30,2.0,0,75.26336242
250,0.33,3.0,0.34,1.72,4.23,50,10,0.0,90,98.82209132
250,0.33,3.0,1.24,0.49,4.23,50,50,2.7,90,96.27264246
250,0.5,3.0,0.29,2.74,4.23,10,10,0.0,0,79.87425065
200,0.5,3.0,0.29,1.72,4.23,90,50,0.0,90,140.1357745
150,0.5,3.0,0.29,2.74,1.76,30,30,0.5,180,80.29547692
150,0.5,2.5,1.57,2.67,1.76,30,10,0.5,0,77.82035733
250,0.66,2.5,0.29,2.74,1.76,10,30,0.5,90,86.92390937
250,0.25,2.5,2.65,2.74,1.76,10,30,2.0,90,80.07050383
200,1.0,2.5,2.65,1.72,4.23,10,10,1.0,0,86.66872885
150,0.33,2.5,0.29,0.43,1.76,10,10,4.0,0,65.58363577
200,0.33,2.5,1.57,1.72,4.23,30,10,0.0,0,84.0953586
250,0.33,2.5,1.57,0.49,1.76,10,10,2.0,90,74.06824136
200,0.25,2.5,2.5,2.67,4.23,30,30,1.0,0,82.66914277
200,0.33,4.0,2.5,1.72,2.66,90,90,0.0,270,170.5165208
250,0.66,2.5,1.57,2.67,1.76,10,30,3.0,90,89.43887362
200,1.0,3.0,2.5,1.72,2.66,50,50,0.0,180,129.8648256
200,0.66,2.5,0.29,1.72,1.76,10,10,0.5,90,75.20392156
200,0.5,2.5,2.5,2.67,2.66,30,10,1.0,180,83.26420673
150,0.66,2.5,1.57,2.67,1.76,30,10,0.5,90,87.96584277
250,0.25,4.0,1.77,2.74,1.76,50,70,0.0,0,112.9131902
250,0.33,2.5,1.57,1.72,2.66,10,10,2.0,180,75.66529612
200,0.5,3.5,1.77,1.72,1.76,70,70,0.0,90,134.285373
250,0.33,3.0,0.29,1.72,1.76,10,10,0.5,0,71.33826108
150,0.5,2.5,2.5,1.72,4.23,10,30,0.0,90,92.28018424
200,1.0,2.5,2.65,2.74,1.76,70,10,1.0,0,91.81448218
200,0.33,2.5,1.57,2.67,2.66,10,50,0.0,90,93.37240925
150,0.33,3.0,2.5,2.67,5.77,50,30,1.0,0,94.3928
150,0.5,3.0,0.29,1.72,1.76,10,10,0.5,90,72.2809154
200,1.0,3.5,1.57,1.72,2.66,30,90,0.0,90,168.3923347
150,0.5,3.5,1.77,2.67,1.76,30,30,0.5,0,90.26841235
250,1.0,4.0,2.65,2.74,5.77,70,70,0.5,90,206.4067361
250,0.5,2.5,0.97,1.72,2.66,70,10,2.0,180,84.61690098
250,1.0,3.0,2.65,2.74,4.23,30,50,0.0,90,148.8218323
150,0.33,3.0,1.57,1.72,4.23,10,50,0.0,90,97.12938839
200,0.5,2.5,1.77,1.72,2.66,10,30,1.0,0,81.62848512
250,1.0,4.0,2.5,2.74,1.76,90,70,0.0,90,193.2104559
200,0.25,3.0,1.57,1.72,4.23,10,10,2.0,0,76.9055195
200,0.66,3.0,1.77,2.74,1.76,50,70,1.0,90,122.5713781
150,1.0,2.5,1.57,1.72,5.77,50,50,0.0,0,121.7620635
150,0.33,2.5,0.29,1.72,1.76,50,10,0.5,90,75.35913141
200,0.25,3.5,1.57,2.74,4.23,10,10,0.5,0,80.94899198
150,1.0,3.0,1.77,1.72,4.23,30,30,0.0,90,117.8090041
200,0.66,2.5,1.57,0.43,4.23,30,70,2.0,0,101.5688923
150,0.25,3.0,1.77,0.29,1.76,10,10,3.0,0,72.03507239
250,0.33,3.0,1.57,2.67,5.77,30,70,0.0,0,119.3850711
200,0.5,3.0,2.65,2.67,4.23,50,70,0.0,180,124.4867331
200,0.66,3.5,2.65,2.67,4.23,90,90,0.0,90,228.7876166
200,0.25,2.5,1.57,1.72,1.76,30,10,1.0,0,74.69590632
200,1.0,3.0,1.77,2.74,2.66,30,70,0.0,90,144.8427431
200,0.5,3.0,0.74,0.2,2.66,30,70,0.0,90,118.1741858
200,0.66,3.5,1.77,2.74,5.77,50,70,0.0,270,208.3424233
200,0.5,3.0,2.5,2.67,5.77,50,30,2.5,0,99.43876658
200,0.25,3.0,2.5,2.67,5.77,50,30,2.1,0,92.69696829
250,0.66,3.0,1.24,2.67,5.77,50,30,0.5,0,125.1872
200,0.33,2.5,0.97,0.49,1.76,30,70,1.0,180,80.21899027
200,0.25,3.5,2.65,1.72,1.76,10,10,0.5,0,82.23385503
150,0.25,3.0,2.5,2.74,1.76,30,50,0.0,0,88.50826987
250,0.33,3.5,1.57,0.29,5.77,30,90,0.5,90,135.4839205
150,0.33,4.0,1.77,1.72,1.76,30,30,0.0,90,100.5422216
150,0.66,3.0,1.77,2.74,1.76,30,30,1.0,0,93.48104748
200,1.0,3.0,0.29,2.74,4.23,30,10,1.0,90,87.19126367
250,0.25,3.0,1.57,0.29,1.76,10,10,3.0,180,73.36125047
150,1.0,3.0,2.5,1.72,1.76,10,10,1.0,90,89.14782604
250,0.5,3.0,2.65,2.74,5.77,50,30,0.0,90,134.2152545
200,0.25,3.0,1.57,2.67,4.23,10,10,0.5,90,80.03712897
200,0.33,2.5,1.57,1.72,1.76,30,50,1.0,180,80.49970705
150,0.25,2.5,1.77,1.72,1.76,10,30,2.0,90,75.12505469
250,0.25,2.5,0.29,0.2,4.23,10,10,1.0,90,67.45377185
200,1.0,2.5,2.65,0.2,1.76,30,30,4.0,0,83.7665
150,0.5,3.0,1.57,2.74,4.23,50,70,0.0,0,116.513118
150,0.5,2.5,2.5,0.29,1.76,10,10,1.0,0,74.80250206
200,0.33,2.5,1.77,2.67,2.66,10,30,0.5,90,83.14233112
250,0.33,2.5,2.5,0.29,1.76,50,10,2.0,180,78.13145631
200,0.33,4.0,2.65,1.72,5.77,50,50,0.0,180,134.5291056
250,0.25,4.0,1.77,0.2,4.23,70,70,0.0,180,134.4650725
150,0.33,3.0,1.57,1.72,1.76,70,10,0.0,0,88.75232594
200,0.25,3.5,1.57,1.72,1.76,30,50,0.5,0,89.16202183
150,0.5,2.5,1.57,1.72,1.76,30,10,0.5,180,77.13296429
150,0.5,2.5,1.77,2.74,1.76,30,10,3.0,0,77.07155758
150,0.66,3.0,1.77,2.74,1.76,30,10,3.0,0,87.37329274
200,0.25,2.5,2.65,1.72,1.76,30,10,1.0,90,78.76300435
150,1.0,3.0,0.34,1.72,2.66,10,10,2.0,0,74.70121399
250,0.25,3.0,0.29,1.72,2.66,10,30,3.0,0,75.79727571
200,0.33,4.0,0.29,2.67,4.23,90,90,0.0,90,173.9175052
150,1.0,3.0,1.24,0.49,4.23,50,50,0.6,90,116.9365855
250,0.5,4.0,2.65,1.72,5.77,90,90,0.0,0,195.6226147
150,1.0,2.5,1.77,2.67,1.76,10,10,2.0,180,79.27185202
150,0.66,2.5,0.29,1.72,2.66,10,10,1.0,0,73.41324998
150,0.33,3.0,1.77,2.67,1.76,50,10,0.0,0,86.27218904
200,0.33,2.5,0.34,0.29,1.76,10,10,2.0,90,66.34796685
150,0.66,2.5,1.57,2.74,1.76,30,10,4.0,0,81.75861991
200,0.5,3.0,0.29,0.2,2.66,10,10,3.0,0,69.01836506
200,0.33,3.0,1.57,1.72,1.76,10,30,2.0,90,80.94899198
200,0.5,3.5,0.74,0.2,1.76,50,70,0.0,0,109.9529739
150,0.25,2.5,1.77,2.74,2.66,10,10,1.0,0,74.07657036
150,1.0,4.0,1.57,1.72,1.76,10,30,0.0,90,110.3387492
250,1.0,3.0,0.74,2.74,1.76,70,70,0.0,90,150.4742671
150,0.66,2.5,1.77,2.74,2.66,30,50,0.0,0,111.1659362
200,0.25,3.5,1.57,1.72,1.76,10,30,0.5,90,85.40689905
200,0.5,3.0,1.24,0.49,4.23,50,50,3.2,90,97.2393873
200,0.33,3.0,1.57,2.74,4.23,70,70,0.0,270,133.017389
150,0.25,3.0,1.24,0.49,4.23,50,50,1.0,15,89.53891874
200,0.33,3.5,1.77,1.72,5.77,30,90,0.0,90,145.428801
150,0.66,2.5,2.65,2.67,1.76,10,10,0.0,0,90.34041262
150,0.5,3.0,1.57,1.72,1.76,50,70,0.0,0,101.7229357
150,0.66,3.0,1.77,2.74,2.66,50,50,1.0,0,109.8031374
200,0.25,2.5,1.57,1.72,1.76,10,10,3.0,0,72.63583887
200,1.0,2.5,1.57,1.72,2.66,90,50,0.0,0,129.9651123
200,0.25,3.0,2.65,0.29,4.23,70,70,0.5,90,110.2927601
200,0.66,2.5,1.77,0.29,1.76,50,30,3.0,90,89.42970499
150,0.66,3.0,1.57,1.72,1.76,10,50,0.5,90,102.9245752
150,0.25,3.0,2.5,2.67,5.77,70,30,0.5,0,97.4186
200,0.25,4.0,1.77,2.67,4.23,90,90,0.0,90,163.5668022
150,1.0,2.5,1.57,2.67,2.66,10,70,0.0,90,113.963367
200,1.0,2.5,1.77,0.2,1.76,30,10,3.0,90,81.1147
150,0.33,3.0,2.65,2.74,4.23,10,10,1.0,0,80.94650793
200,0.66,2.5,1.77,1.72,2.66,50,10,0.0,0,107.7944639
200,0.5,2.5,2.65,2.67,1.76,30,10,0.5,180,82.40600211
200,0.25,4.0,1.57,1.72,1.76,70,70,0.0,180,112.5645798
250,0.66,3.0,2.65,2.74,4.23,70,90,0.0,90,209.3016421
200,0.66,3.5,0.34,1.72,2.66,50,70,0.0,180,156.9294807
200,0.5,2.5,2.65,0.2,1.76,30,10,1.0,180,78.1969982
250,0.33,3.5,2.5,2.67,5.77,50,90,0.0,0,148.0000212
200,0.5,3.5,0.29,0.2,1.76,70,90,0.5,90,122.6014843
200,0.33,4.0,1.57,2.67,4.23,50,70,0.0,90,146.6066389
200,1.0,3.0,1.77,1.72,1.76,70,50,0.0,0,119.8785134
200,0.33,3.5,1.57,1.72,4.23,70,70,0.0,90,143.5188777
250,0.33,2.5,1.57,0.29,1.76,30,30,3.0,0,75.74349508
200,0.66,2.5,1.57,0.2,2.66,10,30,0.0,90,104.2977748
150,0.5,2.5,2.5,1.72,1.76,10,30,0.5,90,82.85090219
150,0.25,3.5,0.86,0.29,2.66,50,70,1.0,90,101.7751684
150,0.33,4.0,1.57,1.72,2.66,10,10,0.5,90,85.5358451
200,0.66,4.0,2.65,2.74,5.77,90,90,0.0,135,257.1243
200,0.25,3.5,1.57,2.74,5.77,90,70,0.0,90,155.3069833
200,0.5,3.5,0.34,2.67,2.66,30,70,0.0,0,117.4451635
200,0.33,3.5,1.57,1.72,4.23,70,50,0.0,90,134.8168221
150,0.25,2.5,1.77,2.74,1.76,30,50,0.0,90,86.95767073
150,1.0,2.5,2.5,1.72,1.76,10,70,0.0,0,98.33858001
250,0.5,2.5,0.29,1.72,1.76,10,10,0.0,0,72.96833413
150,0.5,2.5,0.29,1.72,1.76,10,10,4.0,0,68.75223828
200,0.66,3.0,2.65,1.72,2.66,10,10,3.0,90,96.8438866
200,0.33,2.5,1.77,1.72,2.66,30,10,3.0,180,77.34833362
150,0.33,2.5,0.29,2.67,1.76,30,10,0.5,90,72.90896887
200,0.66,3.0,2.65,2.67,5.77,90,90,0.0,180,195.2534568
200,0.33,2.5,0.29,0.29,4.23,30,10,1.0,90,72.76375343
250,0.33,3.0,2.65,0.2,1.76,30,10,1.0,180,81.32521185
200,0.33,2.5,1.77,2.74,1.76,10,10,0.5,90,77.27348845
200,0.33,2.5,0.34,2.74,1.76,10,10,2.0,90,70.15613122
250,1.0,2.5,0.34,0.29,1.76,10,10,3.0,0,69.34655862
200,0.33,2.5,0.74,0.29,1.76,10,10,1.0,0,68.16002507
150,0.66,3.0,1.57,2.67,2.66,10,10,0.0,180,92.83975554
250,0.33,4.0,2.65,2.74,5.77,90,90,3.9,270,145.0041292
200,0.33,3.5,1.57,1.72,4.23,10,10,1.0,90,84.08630258
250,1.0,2.5,0.74,0.2,1.76,10,30,3.0,0,76.31800419
200,1.0,2.5,2.65,0.2,1.76,10,10,0.5,180,82.6092
150,0.66,2.5,1.77,2.67,4.23,10,30,0.0,0,98.30682932
200,0.5,2.5,2.65,2.74,1.76,10,30,1.0,180,82.12655337
200,0.5,4.0,2.65,1.72,5.77,70,90,0.0,180,175.7464599
200,0.33,2.5,1.57,1.72,4.23,10,10,3.0,180,75.00550843
200,0.5,3.5,2.5,2.67,5.77,70,50,0.0,90,161.4327641
150,0.5,2.5,1.57,2.74,2.66,50,30,0.0,0,94.8318122
250,1.0,2.5,0.29,0.2,4.23,30,10,4.0,0,75.65804494
250,0.25,4.0,2.5,0.2,2.66,30,50,0.0,0,111.323064
150,0.5,3.0,1.57,1.72,1.76,50,50,0.5,90,96.84833244
150,0.66,2.5,0.29,2.74,2.66,10,30,0.0,0,88.48535633
250,1.0,3.5,0.29,1.72,2.66,70,50,2.0,0,119.9957362
150,0.5,2.5,1.77,1.72,2.66,10,30,0.5,0,80.69117928
250,0.66,3.5,1.77,2.74,5.77,90,90,0.5,90,223.5851807
250,0.33,4.0,1.77,2.67,5.77,70,70,0.0,270,180.3415109
250,0.5,4.0,1.57,2.74,5.77,50,70,0.0,90,184.488003
150,0.25,2.5,1.77,2.74,1.76,30,10,4.0,0,74.19830362
200,0.66,4.0,1.77,1.72,2.66,70,50,0.0,180,172.6042405
200,0.33,4.0,1.57,1.72,1.76,10,50,1.0,0,91.56387331
250,0.25,2.5,2.65,0.43,1.76,30,70,0.5,0,84.11765403
200,0.25,3.0,1.57,2.74,2.66,50,30,0.5,0,89.29951088
150,1.0,2.5,0.29,2.67,1.76,10,30,0.0,0,80.78686662
150,0.5,2.5,2.5,2.67,1.76,70,30,0.0,0,93.45132624
250,1.0,3.0,2.5,2.67,5.77,50,30,1.1,0,117.4791625
200,1.0,2.5,2.65,2.74,1.76,10,10,3.0,270,87.03801031
150,0.33,2.5,0.29,0.2,1.76,10,10,3.0,0,64.5599
200,0.33,2.5,2.5,2.74,1.76,30,10,1.0,90,80.81896811
200,0.25,4.0,2.65,2.74,5.77,90,90,3.2,270,136.9751585
250,0.25,2.5,2.65,0.2,2.66,10,10,1.0,180,74.68917369
250,1.0,2.5,2.65,0.43,1.76,10,10,3.0,0,83.96388669
200,1.0,3.0,1.57,2.74,5.77,90,70,0.0,270,195.8161498
250,0.5,2.5,1.77,0.29,2.66,10,10,3.0,0,75.89991349
200,1.0,2.5,0.29,0.29,1.76,10,50,2.0,0,77.24283456
250,0.5,3.0,2.5,2.67,1.76,30,50,0.0,90,112.6267158
250,0.33,3.0,2.5,1.72,1.76,70,10,0.0,0,96.62904076
250,0.25,4.0,1.77,1.72,4.23,30,90,0.5,90,132.514323
150,0.25,3.0,0.86,2.67,5.77,50,30,0.5,0,90.594
200,0.5,2.5,0.29,1.72,2.66,10,30,0.0,90,84.87777058
150,0.25,3.0,2.5,2.74,5.77,50,30,0.5,0,93.4804
200,0.5,3.0,0.74,1.72,1.76,30,10,4.0,0,76.8561082
200,0.5,4.0,2.65,1.72,5.77,70,50,0.5,0,139.0716479
200,0.25,3.0,1.77,2.67,4.23,70,50,0.0,90,118.7681558
150,0.33,2.5,2.65,2.67,2.66,10,10,0.5,0,77.33027678
200,0.25,3.0,2.5,1.72,1.76,50,10,0.0,90,92.57853678
150,0.25,2.5,1.57,1.72,1.76,10,30,0.5,90,76.26811767
200,0.5,2.5,2.5,2.67,4.23,10,10,0.5,180,81.69294656
250,1.0,3.0,1.77,1.72,2.66,70,90,0.0,90,186.2529704
200,0.33,2.5,0.34,2.74,2.66,10,10,0.0,0,73.38223063
200,0.66,2.5,2.5,0.29,1.76,30,10,2.0,0,85.76685458
200,0.33,3.0,2.5,1.72,4.23,50,90,0.0,270,133.2823618
250,0.66,2.5,2.65,0.2,1.76,10,10,0.0,0,93.82362967
200,0.66,4.0,1.77,2.74,5.77,70,90,0.0,270,261.0898477
250,0.33,2.5,2.5,0.2,1.76,30,30,3.0,180,77.31629384
150,0.5,2.5,2.65,0.29,1.76,10,30,3.0,0,76.15407968
200,0.33,2.5,1.77,0.2,1.76,10,10,3.0,0,71.25591758
150,1.0,3.0,1.77,1.72,5.77,10,30,0.0,0,104.1483066
150,1.0,3.0,2.5,2.74,2.66,10,10,3.0,0,87.37338303
250,1.0,3.5,2.5,0.2,1.76,50,30,0.0,0,122.0304203
150,0.25,2.5,0.29,0.52,1.76,10,10,4.0,0,65.5968
200,0.33,4.0,1.77,1.72,4.23,90,70,0.5,0,132.3564958
250,0.33,2.5,0.29,0.29,2.66,10,10,3.0,90,67.49175493
150,0.66,2.5,1.57,1.72,1.76,30,10,0.5,0,83.75345149
200,0.25,2.5,0.29,1.72,1.76,50,10,2.0,0,72.29521058
150,0.25,2.5,2.65,2.67,1.76,10,10,0.0,90,79.29353948
250,0.25,4.0,2.65,2.74,5.77,90,90,1.9,270,150.9096559
200,1.0,3.5,2.65,2.74,5.77,90,90,0.0,270,230.5811244
200,0.5,3.5,1.57,1.72,2.66,70,90,0.0,0,143.1184408
200,0.66,2.5,2.65,2.67,2.66,10,30,3.0,90,94.48064893
200,1.0,2.5,1.57,1.72,2.66,30,70,0.0,180,117.3520566
250,0.25,2.5,2.5,1.72,1.76,30,10,1.0,0,77.80998049
250,0.66,2.5,1.77,2.74,1.76,10,30,2.0,0,89.03943287
150,0.66,3.5,2.5,2.67,1.76,30,10,0.5,0,99.25596399
150,1.0,3.5,1.77,2.67,1.76,10,10,0.0,90,97.18494257
250,0.33,3.0,2.65,1.72,1.76,90,50,0.0,0,108.7052879
250,0.5,3.0,2.5,2.67,1.76,30,10,0.0,0,93.94177785
250,0.5,4.0,1.77,2.67,5.77,90,70,0.0,270,211.1334298
150,0.66,2.5,2.65,2.74,2.66,10,10,3.0,0,85.68722556
250,0.66,3.5,1.77,2.74,5.77,70,50,0.5,270,184.1670597
